HTC_Top,1/HTC_Top,Part_Thickness,Tool_Thickness,HTC_Bottom,1/HTC_Bottom,Heat_Rate,exotherm,T_H50/,T_H60/,T_H70/,T_H80/,T_H90/,T_H100/,T_H110/,T_C150/,T_C120/,T_C90/,T_C60/,T_C30/,T_H50,T_H60,T_H70,T_H80,T_H90,T_H100,T_H110,T_C150,T_C120,T_C90,T_C60,T_C30,r_H50,r_H60,r_H70,r_H80,r_H90,r_H100,r_H110,r_C150,r_C120,r_C90,r_C60,r_C30
96.6,0.010351967,10.8,8.63,81.2,0.012315271,4.09,16.665745,3.841315526,4.481698998,4.858556968,5.22625154,5.516270733,5.632546577,5.822875134,4.429405143,5.75235,5.937104571,5.977855714,5.8177194,34.2890195,41.6698511,50.128502,58.6246312,67.4384527,76.9628845,86.1844407,165.502918,140.133225,110.779866,80.922495,50.3620179,2.9578752,3.272380538,3.4990232,3.6584888,3.769428,3.852436,3.9153164,-2.661572,-3.291768,-3.480824,-3.5344644,-3.5492432
92.5,0.010810811,17.8,17.4,89.5,0.011173184,3.25,23.514082,6.113018,7.326171077,8.225772092,8.841800462,9.507324431,10.065356,10.31444366,6.049134286,8.800484857,10.26566543,10.96790663,11.01335791,30.1326915,36.189944,43.2662407,51.2641485,59.1011956,67.287593,76.4780581,171.17197,150.801697,125.929829,98.3876732,68.5467527,1.8811968,2.155308,2.3766408,2.5514204,2.6793988,2.7834692,2.8749104,-1.884808,-2.702212,-3.119636,-3.3443232,-3.4667244
36.1,0.027700831,12.3,11.8,64,0.015625,3.39,20.525634,5.967807168,7.2963759,8.240541593,8.990229027,9.587117227,10.06315189,10.65998015,6.152762571,9.293180857,10.85949686,11.57508657,11.58407314,29.7691337,35.2652857,42.064564,49.5231236,57.4996726,65.8859151,73.8626673,171.534669,152.526133,128.008239,100.512803,70.544256,1.8630332,2.149016,2.394268,2.586468,2.7351824,2.8561848,2.9463696,-1.77512,-2.63508,-3.100168,-3.3509732,-3.4882568
84.3,0.011862396,16.1,13.9,74.8,0.013368984,1.3,12.604307,9.089527,10.04843154,10.44601962,10.65154377,10.74249069,10.75244546,10.685442,5.821452857,8.342027714,9.726297714,10.17180997,10.11974609,38.1836149,46.937039,56.4201745,66.1529931,76.0347621,86.0218209,96.1089254,170.375085,149.197097,124.042042,95.6013349,65.4191113,1.1282112,1.2013264,1.2432208,1.2671908,1.2825536,1.2950612,1.309148,-1.985725333,-2.790976,-3.185024,-3.3934248,-3.4970912
34.2,0.029239766,5.01,13,48.7,0.020533881,3.02,3.678092,6.38654798,7.635889603,8.698727947,9.461081987,10.05216033,10.50877298,11.08174129,6.101792857,9.259257143,10.86020914,11.62252229,11.93383146,30.7126251,36.9396134,43.7298416,51.4275324,59.6424758,68.2635056,76.5331413,171.356275,152.4074,128.010732,100.678828,71.7684101,1.710827863,1.988406,2.1980924,2.3692488,2.5034296,2.6090044,2.687082,-1.738672,-2.585804,-3.038204,-3.2816872,-3.41252
74.2,0.013477089,5.49,9.62,75.2,0.013297872,3.98,6.244229,3.832337111,4.322404774,4.843309322,5.031318668,5.246229523,5.285275427,5.521492035,4.251791714,5.532354571,5.729473714,5.810303429,5.701345943,34.7472983,42.796829,50.7236289,59.9753517,69.1200065,78.9646038,88.0244617,164.881271,139.363241,110.053158,80.336062,49.9547108,2.9051636,3.2383248,3.4469076,3.6072452,3.7128752,3.790648,3.841704,-2.692188,-3.29606,-3.468264,-3.515022,-3.5275612
69.6,0.014367816,14.4,18.8,64.6,0.015479876,3.69,6.297217,6.659035827,8.269561301,9.708936043,10.88877797,11.89369041,12.92294266,13.6602758,7.027132571,11.31871543,13.941706,15.32433971,16.28255191,25.4281578,29.4853188,34.174026,39.8204093,46.1122824,52.3143416,59.5935823,174.594964,159.615504,138.795971,113.635189,86.9889317,1.316468,1.656476,1.9295064,2.181944,2.4027732,2.5718884,2.7326896,-1.309328,-2.171036,-2.700412,-3.032244,-3.2269912
26.1,0.038314176,3.21,13,29.7,0.033670034,3.42,1.163038,6.519459503,8.064178392,9.374624415,10.64354819,11.5976962,12.40495108,13.0868095,6.644221714,10.842704,13.50561029,14.97058943,16.0038878,27.7034485,32.4205099,37.9387845,43.5990652,50.335879,57.5750673,65.2431115,173.254776,157.949464,137.269636,112.397063,86.0136073,1.436854,1.724112,1.9686104,2.1607696,2.3406936,2.4942068,2.6228288,-1.39428,-2.172432,-2.671264,-2.998368,-3.2005016
92,0.010869565,14.1,16.4,86.4,0.011574074,1.29,7.769449,8.730523566,9.455200853,9.861992403,10.09334008,10.22140543,10.27796597,10.26826705,5.552085714,7.990072857,9.292244,9.706102743,9.659251486,38.7376246,47.8027909,57.2780298,66.9795913,76.814387,86.7414239,96.7539355,169.4323,147.965255,122.522854,93.9713596,63.8073802,1.1322284,1.20228,1.2404184,1.2620076,1.2756124,1.2864256,1.298328,-2.072112,-2.83762,-3.207284,-3.3974272,-3.4894516
23.5,0.042553191,4.62,18.2,31,0.032258065,1.1,0.099965,17.13374727,19.84913155,22.04523927,23.58544727,24.49368909,25.21005209,25.82636282,7.356201714,12.671978,16.51719,19.556338,21.36674743,31.152878,38.1659553,45.7502368,54.056008,63.056942,72.2689427,81.5910009,175.746706,164.351923,147.810165,128.447183,104.783616,0.699918667,0.8146232,0.893592533,0.9510608,0.9938832,1.024600267,1.0467172,-0.973146667,-1.663261333,-2.1652,-2.521964,-2.805173333
97.9,0.010214505,9.24,11.1,57.3,0.017452007,2.89,8.814438,5.159905779,5.93380872,6.584629308,6.857232457,7.23605526,7.535326574,7.534167093,4.799563429,6.568148,7.298859429,7.448661771,7.662054457,35.0878723,42.8512928,50.9704213,60.1825982,69.0878003,78.2229062,88.2262571,166.798472,142.988518,115.546008,86.0703162,56.8171906,2.1038952,2.3307924,2.4835136,2.6003908,2.6785272,2.736432,2.7840236,-2.366044,-3.070904,-3.351528,-3.4679956,-3.5124004
82.5,0.012121212,14.3,15.5,91.5,0.010928962,3.28,17.562609,5.524351585,6.546620518,7.256370884,7.893559512,8.40584003,8.820767226,9.158389512,5.669436857,7.956816286,9.044811429,9.4889568,9.627653829,31.8801268,38.5270847,46.1991035,54.1091248,62.4288447,71.0678835,79.9604824,169.843029,147.848857,121.65684,93.2113488,63.6967884,2.0803416,2.3491216,2.5631608,2.7163716,2.835116,2.9284668,3.0037688,-2.069252,-2.878688,-3.249856,-3.42663,-3.5099888
83.9,0.011918951,8.52,14.3,88.9,0.011248594,2.96,6.961119,5.076934561,5.857081115,6.306116791,6.701220034,6.986713953,7.193677905,7.342805574,4.910329429,6.664822,7.364666286,7.490613771,7.4370272,34.9722737,42.6630399,51.3338943,60.1643887,69.3193267,78.7067134,88.2652955,167.186153,143.326877,115.776332,86.2171482,56.0295952,2.1657032,2.3917368,2.5613252,2.6734484,2.7532088,2.8110448,2.8547428,-2.358716,-3.083532,-3.363096,-3.4758052,-3.51868
25.5,0.039215686,3.04,18.9,88.5,0.011299435,3.35,0.776643,6.458849373,7.784876239,8.834538687,9.66524394,10.42242299,10.94725018,11.36193615,6.369516286,9.704135143,11.24110514,12.149948,12.6359282,28.3628546,33.9206646,40.4042954,47.6214328,55.084883,63.3267119,71.9375139,172.293307,153.964473,129.343868,102.524818,74.2257487,1.6889888,2.0315792,2.2979872,2.51408,2.6821332,2.818564,2.9268852,-1.683748,-2.560672,-3.028592,-3.263392,-3.385554
69.1,0.01447178,7.95,13.6,44.9,0.022271715,2.92,5.492104,5.850247637,6.955504041,7.906225616,8.673367877,9.294998425,9.800735308,9.987030651,5.557521714,8.310175429,9.664559714,10.28349091,10.64060037,32.9172769,39.6899282,46.9138212,54.6737658,62.8586046,71.3818529,80.8378705,169.451326,149.085614,123.825959,95.9922182,67.2421013,1.8173128,2.055192,2.2318328,2.37163,2.482686,2.571488,2.6481732,-1.951812,-2.71256,-3.113716,-3.3240024,-3.4322924
71.5,0.013986014,18.2,11.7,68.5,0.01459854,2.45,29.351326,7.959253388,9.137526245,10.1413329,10.9063091,11.27507388,11.73176343,12.09243649,6.386334857,9.554077143,11.09809057,11.55192971,11.79349269,30.4998292,37.6130607,45.1537344,53.2795427,62.376069,71.2571796,80.3735306,172.352172,153.43927,128.843317,100.431754,71.2772244,1.5461004,1.8009828,1.9707036,2.0933692,2.1878604,2.2538732,2.3057896,-1.738016,-2.639988,-3.110928,-3.3623996,-3.4873424
80.5,0.01242236,19.2,13.5,89.2,0.011210762,3.36,32.657339,6.483107679,7.701341369,8.639876548,9.367292083,10.03668015,10.59074339,10.83134015,6.395403429,9.416188857,10.58436029,11.15426397,11.33306871,28.2167582,34.123493,40.9700148,48.5258986,56.2767547,64.4151022,73.6066971,172.383912,152.956661,127.045261,99.0399239,69.6657405,1.796758,2.1533608,2.4160768,2.62054,2.7745668,2.8903056,2.9943828,-1.78212,-2.706844,-3.173768,-3.3963312,-3.5054264
59.9,0.016694491,2.84,13.7,89.5,0.011173184,4.65,1.754965,3.719979376,4.529733591,5.095875656,5.432129742,5.880071871,5.925777871,6.250352258,4.871908571,6.358544286,6.765943143,6.951495714,6.902304857,32.7020959,38.9367388,46.3041782,54.7405967,62.6576658,72.4451329,80.935862,167.05168,142.254905,113.680801,84.330235,54.158067,2.9428304,3.3128592,3.6333664,3.8815044,4.0449504,4.2009972,4.297926,-2.458396,-3.179124,-3.409648,-3.4841804,-3.5085164
61,0.016393443,4.87,10.3,39.2,0.025510204,4.33,4.745761,4.316877136,5.185202379,5.961228152,6.509407436,6.939599977,7.380911663,7.643422148,5.165756,7.490650571,8.218171714,8.734043714,8.770056257,31.307922,37.5480737,44.1878821,51.8142658,59.9515321,68.0406525,76.9039821,168.080146,146.217277,118.763601,90.569153,60.6951969,2.4465952,2.8225036,3.0938896,3.3377136,3.5279004,3.6737468,3.7989896,-2.194408,-2.94404,-3.28896,-3.429102,-3.4908848
78.8,0.012690355,19.1,16.8,37.2,0.02688172,4.18,11.799907,6.025946555,7.570047608,8.904915909,10.16092184,11.37329163,12.42262313,13.38152232,7.147957714,11.69161257,14.95507629,16.95516457,18.5441116,24.8115434,28.357201,32.7774515,37.5273467,42.459641,48.0734353,54.0652367,175.017852,160.920644,142.342767,119.343076,94.9043906,1.3563448,1.6498892,1.90457,2.1127528,2.2878576,2.4542424,2.6050124,-1.263504,-1.974888,-2.44572,-2.797576,-3.03189
47.6,0.021008403,6.97,12.9,29.6,0.033783784,2.7,4.707193,6.919179926,8.462763259,9.74615563,10.62843411,11.61372863,12.15409052,12.77799126,6.136871714,9.702318,11.77532343,13.05041743,13.66706683,31.3182142,37.1505392,43.6853798,51.3032279,58.6429327,67.1839556,75.4994236,171.479051,153.958113,131.213632,105.676461,77.8347339,1.5063536,1.7189748,1.8926344,2.0413824,2.1550132,2.2563648,2.3345252,-1.630612,-2.392184,-2.857196,-3.135376,-3.309666
28.1,0.035587189,10.2,16.5,34,0.029411765,4.14,5.676003,5.735785386,7.279737271,8.640670048,9.937402826,11.06410423,12.15941829,13.16982031,7.113096857,11.90343829,15.34876229,17.67701943,19.235716,26.2538485,29.8618877,34.227626,38.8591523,44.1946085,49.6600083,55.4769439,174.895839,161.662034,143.720668,121.869568,97.325006,1.4122836,1.6458136,1.8647072,2.0522412,2.2267976,2.3852596,2.5259124,-1.190648,-1.858432,-2.348404,-2.71026,-2.9735296
74.4,0.01344086,14.7,11.5,62.7,0.015948963,5,22.152589,4.28468838,5.29107048,6.0106882,6.77037546,7.26142168,7.8533313,8.28432148,5.756629143,8.297201143,9.385622,10.00193826,10.03147897,28.5765581,33.5446476,39.946559,46.1481227,53.6928916,60.7333435,68.5783926,170.148202,149.040204,122.849677,95.0067839,65.1101764,2.4649656,2.856092,3.187992,3.4363208,3.6711768,3.8457672,4.0097264,-2.003884,-2.818256,-3.219692,-3.4129224,-3.51066
89.1,0.011223345,8.29,13.9,31.4,0.031847134,1.51,3.470649,8.718695629,9.952736159,10.67380298,11.46260291,11.83831046,11.96006424,12.10344636,5.485718857,8.485235143,10.06455057,11.00264997,11.40892263,36.8347696,44.9713684,53.8825575,62.6914696,72.1241512,81.940303,91.723796,169.200016,149.698323,125.225927,98.5092749,69.9312292,1.1720288,1.2822288,1.356856,1.4057068,1.441424,1.4669816,1.4866524,-1.927437333,-2.622868,-3.027016,-3.24661,-3.3713592
39.7,0.025188917,18.3,17.8,64.2,0.015576324,1.97,22.117223,10.53879046,12.6738131,14.12419604,15.31026883,16.33450371,16.94390766,17.71737345,7.17888,11.75062657,14.59081286,16.30768457,17.38820497,29.2385828,35.0325882,42.1753338,49.8387704,57.8210277,66.6205019,75.0967743,175.12608,161.127193,141.067845,117.076896,90.8587174,1.0949624,1.2833412,1.437966,1.554474667,1.6404588,1.7123096,1.7662516,-1.219444,-2.039888,-2.590552,-2.958616,-3.201342
71.1,0.014064698,13,12.9,33.8,0.029585799,1.71,9.952924,9.164489006,10.67223135,11.78147427,12.59745778,13.42268304,13.8621024,14.17029789,5.978369429,9.530706857,11.43008514,12.76349114,13.34389997,34.3287238,41.7504844,49.853679,58.4583472,67.047212,76.2958049,85.7687906,170.924293,153.357474,130.005298,104.672219,76.7036499,1.1956408,1.3296748,1.428036,1.5007128,1.5531076,1.5954572,1.629918,-1.73122,-2.430068,-2.883912,-3.152752,-3.3245632
92.1,0.010857763,4.91,11.8,23.9,0.041841004,4.25,2.971852,4.2896856,5.167195906,5.954440353,6.700723694,7.248222918,7.700941765,8.179862118,5.155857429,7.494198571,8.773107714,9.111511714,9.527053886,31.7688362,38.0394174,44.6936285,51.5219243,59.1950526,67.2709975,75.235586,168.045501,146.229695,120.705877,91.890291,63.3446886,2.35631,2.6751816,2.9405556,3.1410008,3.3293428,3.4832932,3.6068264,-2.126292,-2.858896,-3.199936,-3.368132,-3.4416032
36,0.027777778,6.89,11.9,49.4,0.020242915,2.03,6.373753,7.873607438,9.117780443,9.903314039,10.54690754,10.90616419,11.25963995,11.40668567,5.980920571,8.993152,10.46598657,11.23973051,11.4666914,34.0165769,41.4909057,49.8962725,58.5897777,67.8604867,77.1429309,86.8444281,170.933222,151.476032,126.630953,99.3390568,70.1334199,1.4456232,1.6190372,1.7416024,1.8242636,1.8834852,1.9246444,1.956178,-1.807084,-2.641848,-3.08572,-3.3185908,-3.4441
75.6,0.013227513,6.57,14.7,37.2,0.02688172,4.01,3.210068,4.709954439,5.735517282,6.749424439,7.552927431,8.146913491,8.827345037,9.329039825,5.552744571,8.539127714,10.06297371,10.9430286,11.29871877,31.1130827,37.0005757,42.934808,49.712761,57.3308769,64.6023464,72.5905503,169.434606,149.886947,125.220408,98.3006001,69.5455157,2.1084884,2.3965756,2.6184948,2.8140712,2.9978368,3.1368352,3.2603712,-1.900896,-2.64106,-3.0495,-3.2690672,-3.389836
28.8,0.034722222,8.24,8.67,96,0.010416667,4.35,16.717884,4.311816069,4.975146828,5.536229103,5.860096345,6.081198782,6.343722644,6.440790046,5.141436,6.719493143,7.027157143,6.961405,7.03343,31.2436001,38.3581113,45.9174034,54.5085809,63.5467853,72.4048065,81.9825633,167.995026,143.518226,114.59505,84.3649175,54.617005,2.7754936,3.2224416,3.5065136,3.7318784,3.886938,3.9933804,4.0770036,-2.431864,-3.207476,-3.459208,-3.5376984,-3.5621912
59.1,0.016920474,13.4,17.6,38,0.026315789,1.32,5.42126,11.64487864,13.73989591,15.24368795,16.15698962,17.12071985,17.53195879,18.00641977,6.401631143,10.34502771,13.17069914,14.89523286,15.85593246,34.6287602,41.8633374,49.8783319,58.6727737,67.4006498,76.8578144,86.2315259,172.405709,156.207597,136.097447,112.133315,85.4957636,0.9298192,1.031105867,1.1056268,1.1628408,1.203892267,1.2369688,1.2631948,-1.509632,-2.173748,-2.6155,-2.932810667,-3.149872
38.8,0.025773196,3.46,10.4,56.8,0.017605634,4.1,3.495197,4.462893268,5.373339293,6.002778049,6.576083049,7.039348951,7.306821878,7.615296463,5.319880571,7.437478857,8.156664286,8.476529943,8.468562457,31.7021376,37.9693089,45.38861,53.0380595,61.1386693,70.0420303,78.7772845,168.619582,146.031176,118.548325,89.6678548,59.6399686,2.4699708,2.830231374,3.114984,3.3337236,3.4982768,3.6290456,3.730454,-2.204776,-3.006044,-3.327204,-3.4529712,-3.5037624
50.7,0.019723866,3.62,11.2,51.1,0.019569472,2.24,2.573729,6.303349375,7.075014688,7.557447679,8.091334866,8.278541116,8.388511563,8.447245313,5.273199429,7.231107714,8.101108,8.455896114,8.598151829,35.8804974,44.1519671,53.0713172,61.8754099,71.4560679,81.2097341,91.0781705,168.456198,145.308877,118.353878,89.5956364,60.0935314,1.747792,1.924858,2.037078,2.1052288,2.152032,2.1825492,2.2034032,-2.20006,-2.995228,-3.310628,-3.44088,-3.4945444
71.1,0.014064698,9.32,16.9,64.1,0.015600624,1.36,3.557458,8.883262059,10.07034426,10.54594596,11.01998324,11.10884412,11.09879154,11.38805625,5.602842857,8.406075714,9.920568857,10.58190097,11.08372266,37.9187636,46.3043318,55.6575135,65.0128228,74.891972,84.9056435,94.5122435,169.60995,149.421265,124.721991,97.0366534,68.7930293,1.1318132,1.218656,1.273669067,1.3060448,1.3275872,1.3425052,1.3545128,-1.935748,-2.694386667,-3.092128,-3.3123592,-3.425886667
59.8,0.016722408,17.8,17.3,99.9,0.01001001,3.39,30.790837,6.179238791,7.527306637,8.486463038,9.248852094,9.857316519,10.34371953,10.94853153,6.243167143,9.373588,10.93492771,11.65097371,11.66361357,29.0523805,34.4824305,41.2308903,48.6463914,56.583697,64.9347908,72.8844781,171.851085,152.807558,128.272247,100.778408,70.8226475,1.833362,2.1298792,2.3791344,2.5728552,2.7227376,2.8453704,2.937724,-1.775768,-2.638716,-3.100824,-3.3500508,-3.48626
45.2,0.022123894,6.89,12.3,92.8,0.010775862,3.96,7.997311,4.368877197,5.255306414,5.770200909,6.342319394,6.709159621,6.88336947,6.992515631,5.223436286,6.995768857,7.643201429,7.717002114,7.621662657,32.6992463,39.1889866,47.1500044,54.8844152,63.4317279,72.7418569,82.3096381,168.282027,144.485191,116.751205,87.0095074,56.6758193,2.5691416,2.9050044,3.1721676,3.3516232,3.4936436,3.6050152,3.6890024,-2.311836,-3.09684,-3.387328,-3.4946784,-3.533764
37.9,0.026385224,10.6,18,37.7,0.026525199,1.12,3.278816,13.97338446,15.8851267,17.45021241,18.582095,19.2894233,19.88461241,20.30671902,6.649293143,11.16244314,14.21105543,16.24999114,17.68010617,34.3498094,42.2086581,50.4557621,59.1880536,68.3958459,77.7292341,87.2564747,173.272526,159.068551,139.738694,116.874969,91.8803716,0.7998,0.8960872,0.9608608,1.006338667,1.0392648,1.063811733,1.0835032,-1.3305,-1.998197333,-2.47792,-2.817252,-3.058876
47.9,0.020876827,6.57,19.4,52.3,0.019120459,4.03,1.754415,6.112954839,7.702484119,9.051308933,10.1564395,11.24826898,12.05461469,12.82186583,6.894573714,11.08781457,13.73777743,15.29171829,16.33291566,25.364792,28.958989,33.523225,39.0695488,44.669476,51.4199028,58.3278807,174.131008,158.807351,138.082221,113.521014,87.1652048,1.365608,1.688277065,1.97936,2.2530312,2.4748256,2.6833704,2.852468,-1.339532,-2.166832,-2.679852,-2.99902,-3.1924048
64.3,0.0155521,19.4,11.9,40.4,0.024752475,2.59,26.719563,8.504411969,10.27886448,11.89012687,13.000849,13.98026351,14.78565394,15.55255154,7.040600286,11.252394,13.79753486,15.27230914,16.17360277,27.973573,33.377741,39.2045714,46.3278011,53.7911175,61.7051563,69.7188915,174.642101,159.383379,138.291372,113.453082,86.6076097,1.2757328,1.519444,1.7016588,1.8642244,1.9917376,2.0963532,2.1809548,-1.328052,-2.167332,-2.700252,-3.044264,-3.2614864
60.6,0.01650165,16.4,12.5,40.1,0.024937656,4.33,20.611148,5.30582067,6.522659538,7.647736559,8.577010855,9.392457483,10.19546536,10.8304418,6.385277143,10.18659571,12.25676771,13.67925171,14.28731546,27.0257965,31.7568842,36.8853007,42.861543,49.3306591,55.853635,63.104187,172.34847,155.653085,132.898687,107.877381,80.0056041,1.8305144,2.1648924,2.407684,2.6361388,2.8271408,2.9853752,3.132904,-1.605164,-2.3408,-2.832624,-3.12962,-3.3229304
66.8,0.01497006,12.1,10.6,59.1,0.016920474,4.79,17.58552,4.28555785,5.169211002,5.89686071,6.49846382,6.996892923,7.510821378,7.961483946,5.621860857,7.974241143,9.024362,9.307232429,9.2853718,29.4721779,35.2394793,41.7540372,48.8723583,56.4848829,64.0231656,71.8644919,169.676513,147.909844,121.585267,92.5753135,62.4988013,2.5352692,2.9232696,3.2339124,3.4804624,3.6898904,3.8585668,3.9923136,-2.067864,-2.88768,-3.266492,-3.4428748,-3.5231932
40,0.025,18.6,17.2,81.9,0.012210012,3.93,30.128232,6.279837405,7.843742646,9.080412468,10.12194092,11.08371761,11.83291079,12.65301181,6.966346571,11.15104771,13.36113086,14.794284,15.23594189,25.320239,29.1740914,34.313979,40.2207722,46.4409898,53.4966606,60.2736636,174.382213,159.028667,136.763958,111.779994,83.3257966,1.4520432,1.809238,2.1270496,2.3904804,2.5960584,2.783292,2.9312336,-1.363704,-2.243984,-2.809936,-3.140192,-3.3519992
92.3,0.010834236,11,19.5,96.7,0.010341262,3.15,4.419209,6.760162698,8.036599746,9.181144794,9.922675397,10.57897029,10.99034505,11.28728394,6.344318571,9.293980286,10.93700143,11.60146457,11.88512751,28.7054875,34.6847108,41.0793939,48.7435725,56.6762436,65.3804131,74.4450556,172.205115,152.528931,128.279505,100.605126,71.5979463,1.6760392,2.0150156,2.2587704,2.4646556,2.618242,2.7425028,2.8392572,-1.750304,-2.66344,-3.088624,-3.3066828,-3.4093064
56.7,0.017636684,9.24,17.1,70.5,0.014184397,2.02,5.419659,7.681602327,8.948019653,9.774570099,10.24193797,10.87256693,11.03399193,11.4567103,5.721968286,8.804732286,10.28204886,11.082304,11.34173637,34.4831633,41.9250003,50.2553684,59.3112853,68.0374148,77.7113363,86.8574452,170.026889,150.816563,125.987171,98.788064,69.6960773,1.4451552,1.6069544,1.7242584,1.8089588,1.8652572,1.909868,1.9416544,-1.894056,-2.648728,-3.077468,-3.3058912,-3.4307664
27.1,0.036900369,5.59,18.1,54.3,0.018416206,2.35,1.73712,9.278035702,11.20859136,12.74858306,13.97794574,14.96020511,15.7457346,16.37430613,6.971768857,11.38774143,14.00932229,15.76655057,16.87596517,28.1966161,33.6598103,40.0408298,47.1518275,54.843518,62.9975237,71.5203806,174.401191,159.857095,139.032628,115.182927,89.0658781,1.1679548,1.4079604,1.5988464,1.7506708,1.8714832,1.9677496,2.0447092,-1.28512,-2.100444,-2.633956,-2.962936,-3.172676
42.8,0.023364486,18.2,15.4,89.4,0.011185682,2.66,31.710987,8.044571955,9.458656316,10.68790515,11.5745632,12.16002812,12.58764575,13.11989267,6.831349429,10.45392771,12.28472114,13.11058514,13.62047571,28.6014386,34.8399742,41.5701723,49.2116619,57.6543252,66.5168623,75.1010855,173.909723,156.588747,132.996524,105.887048,77.671665,1.4662024,1.7575148,1.9602332,2.1183312,2.2413376,2.3348208,2.403628,-1.490792,-2.451432,-2.983812,-3.282364,-3.4450352
80,0.0125,4.96,11.5,32.5,0.030769231,2.86,3.431163,5.561403741,6.459755559,7.29659458,7.743472517,8.265398741,8.457923601,8.800928322,5.168311714,7.404747714,8.348492,8.952665686,8.935339686,34.0943853,41.5250991,49.1317395,57.8536686,66.3609596,75.8103385,84.829345,168.089091,145.916617,119.219722,91.3343299,61.2736889,1.9318872,2.1724092,2.33991,2.4748492,2.5692284,2.6458908,2.6996232,-2.156916,-2.90824,-3.247544,-3.3968408,-3.4662368
21.5,0.046511628,16.8,17.9,35.3,0.028328612,4.01,16.874403,6.468321596,8.194619526,9.862188653,11.36860736,12.70999761,14.06894818,15.2819512,7.978533714,13.52406429,17.71215257,20.937154,23.24922371,24.0620304,27.1395757,30.4526235,34.4118845,39.0329096,43.5835178,48.7193757,177.924868,167.334225,151.992534,133.280039,111.372283,1.0553652,1.3058824,1.50039,1.6774408,1.8523248,1.9925008,2.1245512,-0.937056,-1.5397,-2.013472,-2.386824,-2.690888
24.7,0.04048583,3.05,9.18,61,0.016393443,4.32,3.643668,4.475273032,5.378983426,6.002282546,6.568029074,6.91855456,7.286573611,7.476920093,5.371761714,7.320123143,7.971052,8.252677429,8.225383514,30.6668205,36.7627916,44.0701394,51.6261144,60.1118443,68.522002,77.6997052,168.801166,145.620431,117.898682,88.884371,58.7888423,2.521774,2.9242068,3.248748,3.483706,3.6736116,3.8116088,3.9239332,-2.230476,-3.0401,-3.348156,-3.4639688,-3.5088872
64.3,0.0155521,13.1,13.6,78.4,0.012755102,4.34,17.738338,4.738902903,5.671670599,6.508223111,7.121527558,7.617043687,8.119085553,8.443892373,5.705808,8.182740286,9.330102857,9.675092971,9.6859554,29.4331614,35.3849496,41.7543117,49.0925704,56.9420304,64.7631687,73.3535071,169.970328,148.639591,122.65536,93.8628254,63.9008439,2.3215448,2.7026952,2.97304,3.216156,3.407568,3.5565404,3.6872772,-2.02616,-2.8406,-3.23426,-3.424488,-3.5141992
74,0.013513514,4.06,9.74,51.6,0.019379845,2.57,3.629068,5.010558249,5.610439961,5.989967743,6.114365486,6.271714514,6.376811401,6.571192335,4.700904571,6.106746571,6.476280571,6.640758257,6.577636629,37.1228653,45.5811693,54.6057829,64.2860807,73.8816937,83.6115947,93.1120357,166.453166,141.373613,112.666982,83.2426539,53.0217282,2.0905644,2.2721516,2.3825832,2.4548076,2.4972616,2.5244928,2.542692,-2.50666,-3.200184,-3.4215,-3.4909948,-3.5131084
90.8,0.011013216,4.43,17.3,89.4,0.011185682,1.61,1.212202,6.40856118,7.006641925,7.246424596,7.479043665,7.396509068,7.397612671,7.497915342,4.626793143,6.544976286,7.149312857,7.562774057,7.440959171,39.6822165,48.7193065,58.3332564,67.9587397,78.0916204,88.0898436,97.9283563,166.193776,142.907417,115.022595,86.4697092,56.0433571,1.4311952,1.514958933,1.5591344,1.5824604,1.595815467,1.6034808,1.6092132,-2.3982,-3.07906,-3.35184,-3.454533867,-3.4950596
95.5,0.010471204,14,18.3,54.4,0.018382353,3.96,5.134674,6.317865631,7.977071692,9.33495101,10.63689177,11.72405977,12.59372447,13.33308293,7.082756286,11.35799886,14.030508,15.585816,16.51087994,24.9812521,28.4107961,33.033594,37.8779086,43.5727233,50.1288511,57.2009916,174.789647,159.752996,139.106778,114.550356,87.7880798,1.2887968,1.6173684,1.9272204,2.1730204,2.4006636,2.6096444,2.7919256,-1.286512,-2.149296,-2.67672,-3,-3.1937344
79.1,0.012642225,13.2,13.6,90.2,0.011086475,2.27,15.725597,6.466192907,7.211367841,7.897945022,8.185208634,8.34941837,8.671663524,8.692438458,5.480135143,7.481667429,8.348374,8.6524058,8.713365686,35.3217421,43.630195,52.0716648,61.4195764,71.0468203,80.3153238,90.2681647,169.180473,146.185836,119.219309,90.2834203,60.4967799,1.757362,1.9320764,2.0393588,2.1142112,2.1641784,2.1978792,2.22652,-2.18002,-2.985776,-3.32308,-3.4694264,-3.5322156
77.8,0.01285347,18.4,18.2,60.4,0.016556291,1.04,4.98593,15.59555125,17.16467125,18.34825692,19.11767077,19.5070026,19.84617779,19.68877798,7.204066571,11.83703829,14.78574343,16.33819571,17.48779783,33.7806267,42.1487419,50.9178128,60.1176224,69.7127173,79.3599751,89.5236709,175.214233,161.429634,141.750102,117.183685,91.2072924,0.7967104,0.893598133,0.950201333,0.9852528,1.007682,1.0229224,1.0356636,-1.185741333,-2.034032,-2.580421333,-2.943005333,-3.162272267
